full_name,html_url,stars,forks,created_at,pushed_at,license,pkgName,version,source,files.libIndex,files.libClient,files.cordisPatch,files.readme,files.readmeZh,eval.hasClientExport,eval.mainIsLib,eval.dshPlatform,metrics.active30,metrics.ageGate1,metrics.hasZhDocs,npm.published,npm.latest,topics,description
omdsh-dev/dsh-annotation,https://github.com/omdsh-dev/dsh-annotation,109,6,2026-08-10T17:36:49Z,2026-09-05T01:19:31Z,MIT,@changfenhuang/dsh-annotation,1.4.8,topic:dsh-plugin,true,false,true,true,true,false,true,web,true,true,true,false,,dsh|dsh-plugin,DSH Web 选中批注插件：选文字→批注→回车随消息发送；气泡隐藏批注块（零闪烁）；回复按 Annotation N 逐条对照（可悬浮芯片）。官方 bundle，零核心改动
jsdvjx/dsh-strata,https://github.com/jsdvjx/dsh-strata,109,1,2026-08-18T16:08:05Z,2026-08-25T18:14:12Z,MIT,dsh-strata,0.9.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,true,0.9.0,deepseek-harness|dsh|dsh-plugin|minimap|scrollbar,"Session strata for the DeepSeek Harness Web GUI: the transcript's scrollbar becomes a to-scale, colour-coded map of the whole run, with your own messages emphasised and clickable anchors."
kanneiren/dsh-network-settings,https://github.com/kanneiren/dsh-network-settings,108,0,2026-08-17T14:55:41Z,2026-08-22T01:15:02Z,MIT,dsh-network-settings,0.3.3,topic:dsh-plugin,false,false,true,true,false,false,true,web,true,true,false,true,0.3.3,cordis|deepseek-harness|dns|dsh-plugin|macos|network|network-diagnostics|network-troubleshooting|windows|wsl,"DSH网络设置插件 | DeepSeek Harness network diagnostics, proxy detection and repair for Windows/WSL/MacOS"
bugmaker2/dsh-plugin-template,https://github.com/bugmaker2/dsh-plugin-template,108,1,2026-08-13T17:30:29Z,2026-08-27T04:58:58Z,MIT,dsh-plugin-template,0.1.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,false,,dsh-plugin,Template for deepseek-harness plugin development.
hanshenmesen/dsh-turn-delete,https://github.com/hanshenmesen/dsh-turn-delete,107,1,2026-08-17T15:40:59Z,2026-08-18T04:37:17Z,MIT,dsh-turn-delete,0.1.0,topic:dsh-plugin,true,true,true,true,false,false,false,web,true,true,false,true,0.1.0,deepseek|deepseek-harness|dsh|dsh-plugin,Delete one complete turn from a DeepSeek Harness session without deleting the session
pengyue-polaron/deepseek-harness-genui,https://github.com/pengyue-polaron/deepseek-harness-genui,107,12,2026-08-14T20:28:02Z,2026-09-02T14:25:24Z,MIT,dsh-plugin-genui,0.14.0,topic:dsh-plugin,true,true,true,true,true,true,true,web,true,true,true,true,0.14.0,deepseek-harness|dsh|dsh-plugin|generative-ui|genui|mcp|react,Task-specific React apps for DeepSeek Harness with state carried into the next Agent turn
Stormycry-cryp/dsh-AuthInOne,https://github.com/Stormycry-cryp/dsh-AuthInOne,105,0,2026-08-14T02:42:09Z,2026-08-15T16:32:17Z,MIT,dsh-auth-in-one,0.2.0-alpha.4,topic:dsh-plugin,true,true,true,true,true,false,true,web,true,true,true,false,,cost-attribution|cost-tracking|custom-api|deepseek-harness|dsh|dsh-plugin|image-understanding|llm-provider|model-switching|multimodal|oauth|openai-codex|openai-compatible|provider-management|same-port-restart|self-contained-installer|text-only-model|token-usage|usage-attribution|vision-fallback,"Self-contained DeepSeek Harness (DSH) plugin for Provider/Auth login, model switching, image fallback, token/cost analytics, and same-port Web restart. Useful? A star helps."
Sanqi-normal/dsh-webui-market-plugin,https://github.com/Sanqi-normal/dsh-webui-market-plugin,104,4,2026-08-13T18:59:30Z,2026-08-22T05:36:20Z,MIT,@sanqi-normal/dsh-webui-market-plugin,0.5.5,topic:dsh-plugin,false,true,true,true,false,false,false,web,true,true,false,false,,agent-harness|deepseek|dsh-plugin|plugin-market|ui|web,"dsh Web GUI 社区插件市场：浏览 awesome-dsh-plugin.com 插件目录，一键安装/卸载到 profile。Community plugin market for the DeepSeek Harness (dsh) web GUI: browse, install and uninstall plugins into a profile."
SLin-code/dsh-custom-skin,https://github.com/SLin-code/dsh-custom-skin,104,8,2026-08-24T09:55:50Z,2026-08-27T11:27:59Z,MIT,dsh-custom-skin,0.1.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,false,false,,dsh-plugin|dsh-plugin-market|dsh-plugins,DSH自定义壁纸/皮肤插件——Custom wallpapers and translucent skins for DeepSeek Harness Web
PivotStackIntelligence/dsh-github,https://github.com/PivotStackIntelligence/dsh-github,103,0,2026-08-13T17:31:00Z,2026-08-26T09:18:40Z,MIT,dsh-github,0.2.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,true,0.1.0,dsh-plugin,
Renzic-Stone/DSH-EasyRewrite,https://github.com/Renzic-Stone/DSH-EasyRewrite,102,8,2026-08-18T13:52:50Z,2026-08-31T17:25:49Z,MIT,dsh-easyrewrite,2.3.1,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,true,true,2.3.1,bubble-edit|deepseek-harness|dsh|dsh-easyrewrite|dsh-plugin|dsh-plugin-market|dsh-plugins|dsh-undo|i18n|internationalization|localization|message-recall|multilingual|recall|renzic-stone|rewrite|rollback|undo|version-pager|withdrawal,"DSH Web内目前最无感的消息撤回、重编辑插件，原版体验，兼容性强，功能简单可开关，设置丰富，现代化轻量ui框架。The most seamless message recall & re-edit plugin for DSH Web — native experience, strong compatibility, simple toggles, rich settings, modern lightweight UI. DSH Web で最もシームレスなメッセージ撤回・再編集プラグイン——ネイティブ体験、高い互換性、シンプルなトグル、充実した設定、モダンで軽量な UI。"
Tabbit-Browser/dsh-tabbit,https://github.com/Tabbit-Browser/dsh-tabbit,99,10,2026-08-14T10:44:31Z,2026-09-02T08:16:28Z,MIT,dsh-tabbit,0.3.3,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,true,0.3.3,awesome-dsh-plugin|browser-automation|browser-use|deepseek-harness|dsh|dsh-plugin|dsh-plugin-desktop|dsh-plugin-market|dsh-plugin-verify|dsh-plugins|playwright|tabbit,Tabbit Browser plugins for Deepseek Harness
Fisfzy/dsh-ego-browser,https://github.com/Fisfzy/dsh-ego-browser,98,11,2026-08-07T08:13:54Z,2026-08-28T15:55:58Z,,dsh-ego-browser,0.8.1,topic:dsh-plugin,true,true,true,true,false,false,false,web,true,true,false,true,0.8.0,agent-browser|browser-automation|cordis|deepseek-harness|dsh|dsh-better-sidebar|dsh-plugin|dshfind|dshx|ego-lite,DSH（DeepSeek Harness）插件：把 ego-lite 浏览器（给 AI Agent 用的 Chromium）接入 HARNESS——13 个结构化 ego_* 工具（文本语义快照、语义定位点击、表单填充、截图、CDP 控制、任务空间隔离），内置 ego 运行时，Linux + Chrome 开箱即用，无需克隆官方仓库或手动构建。
PerryLink/dsh-memento,https://github.com/PerryLink/dsh-memento,95,3,2026-08-13T19:29:14Z,2026-09-04T14:01:46Z,Apache-2.0,dsh-memento,0.5.5,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,true,0.5.5,agent-memory|approval|audit|cordis|deepseek-harness|dsh|dsh-plugin|llm|memory|sqlite,"Bounded, layered, approval-gated, auditable cross-session memory for DeepSeek Harness (capability seam: ctx.memory + SQLite provider + memory tool + frozen snapshot injection)"
Aisland-SJL/dsh-usage,https://github.com/Aisland-SJL/dsh-usage,94,10,2026-08-16T10:22:22Z,2026-08-31T06:08:03Z,MIT,dsh-usage,0.3.0,topic:dsh-plugin,true,true,true,true,true,false,true,web,true,true,true,true,0.2.5,ai-tools|balance|claude-code|deepseek|deepseek-harness|dsh|dsh-plugin|token-usage|usage-tracking,"🌊 Persistent dock & fully-customizable balance/usage panel for DeepSeek Harness — activity heatmap, dual-channel comparison, local-only & privacy-first"
oil-oil/dsh-vision,https://github.com/oil-oil/dsh-vision,89,9,2026-08-14T03:35:19Z,2026-08-18T16:11:50Z,MIT,@oil-oil/dsh-vision,0.1.2,topic:dsh-plugin,true,true,true,true,false,true,false,web,true,true,false,false,,deepseek-harness|dsh-plugin|image-understanding|multimodal|vision,Near-native image understanding for DeepSeek Harness
Jackywxsz/DSH-Creator,https://github.com/Jackywxsz/DSH-Creator,88,17,2026-08-25T03:51:55Z,2026-09-03T03:57:10Z,MIT,jacky-creator,0.1.0-beta.8,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,true,0.1.0-beta.8,creator-tools|deepseek-harness|dsh-plugin|jacky-creator|local-first,Jacky Creator：面向内容创作者的 DeepSeek Harness 本地内容与运营工作台
THEWOLFWALKER/dsh-notifier,https://github.com/THEWOLFWALKER/dsh-notifier,87,4,2026-08-14T23:41:50Z,2026-08-27T14:53:23Z,MIT,dsh-notifier,0.9.0,topic:dsh-plugin,false,false,true,true,true,false,false,,true,true,true,true,0.9.0,dingtalk|dsh-plugin|feishu|notifications|qq-bot|remote-approval|remote-control|telegram|wechat-ilink,"Unified notification and remote-control plugin for DeepSeek Harness (DSH): one zero-dependency notify() API across 27 channels, with phone-friendly approvals/questions, six inbound control channels, and a loopback web console."
PensiveFei/dsh-secure-audit,https://github.com/PensiveFei/dsh-secure-audit,87,4,2026-08-19T07:37:17Z,2026-09-01T16:01:02Z,MIT,dsh-secure-audit,0.2.9,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.2.9,audit|deepseek-harness|dsh|dsh-plugin|pii|prompt-injection|security,"Read-only security & compliance plugin for DeepSeek Harness: prompt-injection detection, Chinese-PII redaction, and local configuration audit with redacted, reproducible reports."
tencent-connect/dsh-qqbot,https://github.com/tencent-connect/dsh-qqbot,86,15,2026-08-14T13:57:23Z,2026-08-27T14:00:18Z,MIT,@tencent-connect/dsh-qqbot,0.4.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,dsh|dsh-plugin|qqbot,让 QQ Bot 接入 DeepSeek Harness（dsh）的官方插件
LayneChai/superpowers-dsh,https://github.com/LayneChai/superpowers-dsh,86,2,2026-08-14T03:27:26Z,2026-08-17T14:39:52Z,,superpowers-dsh,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,true,0.1.1,deepseek-harness|dsh-plugin|skills|superpowers,"Superpowers skills for DeepSeek Harness: TDD, debugging, planning, and collaboration skills adapted from obra/superpowers"
titanwings/dsh-automation,https://github.com/titanwings/dsh-automation,86,10,2026-08-13T13:30:40Z,2026-09-02T06:59:15Z,MIT,@dsh-external/dsh-automation,0.1.7,topic:dsh-plugin,true,true,true,true,true,true,false,web,true,true,true,false,,automation|coding-agent|cordis|deepseek-harness|dsh|dsh-bundle|dsh-plugin|scheduled-tasks,DSH 自动化插件：让 Coding 任务按计划在全新 Agent Session 中运行，并由用户或 Agent 创建和管理定时任务。 / Run coding tasks in fresh Agent sessions and manage schedules from DSH Web or an Agent.
PKUfudawei/dsh-capability-menu,https://github.com/PKUfudawei/dsh-capability-menu,84,1,2026-08-19T06:30:08Z,2026-09-03T14:39:40Z,Apache-2.0,@daweifu/capability-menu,0.1.2,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,true,false,,deepseek-harness|dsh-plugin,Unified capability menu for DeepSeek Harness: manage exposure level (context footprint) and execution mode of MCP tools & skills via Exposed/Progressive/Blocked tiers.
dshplugin/dsh-plugin-hub,https://github.com/dshplugin/dsh-plugin-hub,86,8,2026-08-20T03:32:27Z,2026-09-04T17:23:00Z,MIT,dsh-plugin,1.4.2,topic:dsh-plugin,true,false,true,true,false,false,true,web,true,true,true,true,1.4.2,agent|ai|cli|community-plugins|deepseek|deepseek-harness|dsh-plugin|dsh-plugin-org|harness|open-source|plugin-hub|plugin-marketplace|plugins|typescript,DeepSeek Harness 社区内置插件市场（dsh-plugin）— 搜索插件、下载并安装 4000+ 人工精选社区插件，每日更新、完全免费。内置在 Harness「设置 → 插件中心」，无需离开应用即可浏览、搜索、安装各类 AI 插件。
Rain-kl/dsh-preset-plus,https://github.com/Rain-kl/dsh-preset-plus,83,4,2026-08-24T01:58:21Z,2026-08-27T09:41:51Z,MIT,@rain-kl/dsh-preset-plus,0.1.5,topic:dsh-plugin,true,false,true,true,false,false,true,web,true,true,false,false,,deepseek-harness|dsh|dsh-plugin|jailbreak|preset,"DSH 预设编辑器插件, 支持一键破甲."
franksong2702/dsh-codex-connect,https://github.com/franksong2702/dsh-codex-connect,82,25,2026-08-14T00:28:45Z,2026-09-05T02:46:51Z,Apache-2.0,dsh-codex-connect,0.1.0-alpha.4.26,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,false,true,0.1.0-alpha.4.26,chatgpt|codex|deepseek-harness|dsh|dsh-plugin|gpt-image-2|oauth,Use openai-codex models and image generation via ChatGPT OAuth for DeepSeek Harness.
AITabby/dockyard-dsh,https://github.com/AITabby/dockyard-dsh,81,7,2026-08-15T23:16:02Z,2026-09-03T09:18:35Z,MIT,@dockyard-dsh/plugin,0.1.2,topic:dsh-plugin,false,false,false,true,false,false,false,web,true,true,false,false,,account-pool|deepseek-harness|dsh-plugin|macos|oauth,A macOS-only native account-pool and provider plugin for DeepSeek Harness.
modusensus/dsh-mneme,https://github.com/modusensus/dsh-mneme,81,4,2026-08-13T15:18:08Z,2026-09-05T04:22:30Z,MIT,@modusensus/dsh-mneme,0.7.2,topic:dsh-plugin,false,false,false,true,false,true,false,web,true,true,false,false,,agent-memory|agent-memory-system|autodream|deepseek-harness|dsh-plugin|heat-memory|knowledge-management|memory-consolidation|memory-evolution|persistent-memory|semantic-search|vector-search,"🧠 The memory that dreams — self-evolving memory for DeepSeek Harness: your AI remembers across sessions, consolidates in its sleep, forgets what matters less, and grows smarter over time. Fully offline & private."
omdsh-dev/dsh-notification,https://github.com/omdsh-dev/dsh-notification,81,10,2026-08-13T11:59:59Z,2026-09-01T01:00:44Z,MIT,dsh-notification,0.1.4,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,true,0.1.1,dsh|dsh-plugin,"Desktop notifications for DeepSeek Harness turn completions, with per-outcome controls and include/exclude keyword rules."
Tasihi89/dsh-talk-map,https://github.com/Tasihi89/dsh-talk-map,79,11,2026-08-18T04:00:58Z,2026-08-23T13:59:19Z,MIT,dsh-talk-map,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,true,web,true,true,true,false,,adhd|deepseek-harness|dsh|dsh-plugin|whiteboard,"Visual conversation map for DeepSeek Harness — sessions as cards on a whiteboard: drag to arrange, double-click to chat, draw an edge to fork with injected context. ADHD-friendly spatial memory. · DSH 可视化对话地图"
xiajiajun516/dsh-config-manager,https://github.com/xiajiajun516/dsh-config-manager,79,3,2026-08-14T17:42:12Z,2026-09-03T19:00:36Z,MIT,dsh-config-manager,0.1.56,topic:dsh-plugin,false,false,true,true,true,true,false,web,true,true,true,true,0.1.56,backup|config-manager|configuration|deepseek|deepseek-harness|dsh|dsh-plugin|export|import|mcp|migration|restore|skills|sync|webdav,"DeepSeek Harness (DSH) backup & restore plugin — export, import, migrate and sync your complete DSH configuration, plugins, MCP servers, skills and workspace. One-click migration to another machine."
Phant0Meow/dsh-meow-memory,https://github.com/Phant0Meow/dsh-meow-memory,78,5,2026-08-14T08:54:33Z,2026-09-04T18:15:45Z,MIT,meow-memory,0.23.0,topic:dsh-plugin,false,false,true,true,false,false,true,web,true,true,false,true,0.23.0,agent-memory|deepseek-harness|dsh|dsh-plugin|memory,"Cross-session memory plugin for DeepSeek Harness: seven-layer SQLite store (soul/user/project/fact/lesson/topic/rules), BM25 retrieval, per-window dream consolidation. 跨会话七层长期记忆插件。"
mexiaosqwq/dsh-web-mobile,https://github.com/mexiaosqwq/dsh-web-mobile,78,19,2026-08-15T00:22:16Z,2026-09-05T04:30:39Z,MIT,dsh-web-mobile,2.3.0,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,true,true,2.3.0,deepseek-harness|dsh|dsh-plugin|mobile|mobile-ui|plugin|responsive|web-ui,DSH Web UI 移动端适配：窄屏好用，宽屏适用
labring/sealos-skills,https://github.com/labring/sealos-skills,78,18,2026-02-05T07:48:16Z,2026-08-14T06:36:11Z,,sealos,1.2.5,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,agent-skills|ai-agent|claude-code|cloud-native|codex|deployment|docker|dsh-plugin|gemini-cli|kubernetes|sealos,"AI agent skills for Sealos — deploy any project, provision databases, object storage & more with one command. Works with Claude Code, Gemini CLI, Codex."
Noob-stupid/dsh-plugin-hub,https://github.com/Noob-stupid/dsh-plugin-hub,78,8,2026-08-14T08:39:43Z,2026-09-05T01:37:04Z,MIT,@noob-stupid/dsh-plugin-console,0.3.27,topic:dsh-plugin,true,true,true,true,false,false,false,web,true,true,false,false,,agent|ai-empower|cli|deepseek-harness|dsh|dsh-plugin|dsh-plugin-market|dsh-plugins|github|help-wanted|marketplace|open-source|plugin-console|plugin-manager|plugin-market,DeepSeek Harness (DSH) 插件管理面板：一键启用/停用插件 + GitHub dsh-plugin 插件市场，带插件详情与一键安装，一键框架升级自动回滚 | Plugin manager & marketplace for DeepSeek Harness
yyh-001/dsh-meme,https://github.com/yyh-001/dsh-meme,75,4,2026-08-13T14:54:33Z,2026-08-31T01:03:24Z,MIT,dsh-meme,0.1.41,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,0.1.40,deepseek-harness|dsh-plugin|meme|qq-bot|selfloom|semantic-search,DeepSeek Harness 的表情包插件——找得到、发得出、学得会，纯文本斗图、情绪主动发图、像 QQ/微信 一样发图、AI 自动学图、自定义表情包 、多种风格随意切换。
qkycir-123/dsh-run2skill,https://github.com/qkycir-123/dsh-run2skill,77,2,2026-08-19T08:40:44Z,2026-09-03T17:28:21Z,MIT,dsh-run2skill,0.4.0,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,true,0.3.1,agent-learning|agent-skills|ai-agent|automatic-skill-learning|deepseek|deepseek-harness|dsh-plugin|local-first|run-to-skill|skill-generator,"Automatically turn successful DeepSeek Harness sessions into reusable, reviewable Agent Skills."
mishibeikejie/zat-dsh-engine,https://github.com/mishibeikejie/zat-dsh-engine,77,3,2026-08-14T12:31:16Z,2026-09-05T02:14:22Z,MIT,zat-dsh-engine,0.7.3,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,true,false,,deepseek-harness|dsh|dsh-plugin,"Visual plugin marketplace for DeepSeek Harness — browse, search and install community plugins"
PolinniZhong/dsh-omi-voice,https://github.com/PolinniZhong/dsh-omi-voice,74,0,2026-08-18T04:33:48Z,2026-08-28T06:41:49Z,MIT,dsh-omi-voice,0.1.3,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,0.1.2,chinese|deepseek-harness|dsh-plugin|read-aloud|text-to-speech|tts|voice,DeepSeek Harness 语音朗读插件：沉浸式听朗读，用豆包 TTS 自然音色读 AI 回复（BYOK · 点读/暂停/继续）
raullenchai/rapid-mlx-dsh-provider,https://github.com/raullenchai/rapid-mlx-dsh-provider,71,19,2026-08-17T18:28:32Z,2026-08-19T19:34:33Z,Apache-2.0,@raullenchai/dsh-provider,0.3.0,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,apple-silicon|coding-agent|deepseek-harness|dsh|dsh-plugin|llm|local-llm|mlx|openai-api|rapid-mlx,Native Rapid-MLX provider for DeepSeek Harness (dsh) — dsh reads model facts from the server instead of your settings.yaml.
Tyan66666/billion-context-dsh,https://github.com/Tyan66666/billion-context-dsh,73,13,2026-08-13T16:32:40Z,2026-09-03T05:00:10Z,MIT,billion-context-dsh,0.2.19,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.2.19,acp|billion-context|context-management|dsh-plugin,Model-driven context management (Active Context Pruning / ACP) for the DeepSeek Harness — the model decides when and what to compress. Ported from billion-context-pi (ranxianglei); acp-kernel reused verbatim. CompactionEngine backend with compress/decompress/search_context/acp_status tools.
Jayden-X-L/forkprobe,https://github.com/Jayden-X-L/forkprobe,71,5,2026-06-06T08:16:55Z,2026-08-19T08:42:44Z,MIT,forkprobe-dsh,1.1.0,topic:dsh-plugin,false,false,false,true,true,false,false,,true,true,true,false,,agent-workflow|ai-agents|claude-code|codex|deepseek-harness|dsh-plugin|pptx|research-writing|skill-comparison|skills,Compare multiple skills on the same task and pick the winner.
Awu12277/dsh-stock-watch,https://github.com/Awu12277/dsh-stock-watch,71,6,2026-08-14T10:27:29Z,2026-08-27T05:58:57Z,MIT,dsh-stock-watch,1.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,1.1.0,dsh-plugin|dsh-plugin-market|dsh-plugins|plugin|stock|stock-market,A股自选股实时行情盯盘插件 - DeepSeek Harness Web 右上角可折叠弹窗
eri64/dsh-claude-ux,https://github.com/eri64/dsh-claude-ux,68,1,2026-08-15T16:25:59Z,2026-08-15T18:18:39Z,MIT,dsh-claude-ux,1.0.0,topic:dsh-plugin,true,true,true,true,false,false,false,web,true,true,false,false,,deepseek-harness|dsh|dsh-plugin,DSH plugin: Claude-style Chinese risk control & conversation autonomy for DeepSeek Harness web
ymh0000123/dsh-theme-endfield,https://github.com/ymh0000123/dsh-theme-endfield,69,2,2026-08-15T11:41:43Z,2026-08-31T13:52:24Z,MIT,dsh-theme-endfield,1.0.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,false,,arknights|deepseek-harness|dsh|dsh-plugin|endfield|plugin|theme|web-theme,终末地官网风格的 DSH Web 主题：奶油纸底、墨黑文字、信号黄强调、全直角工业编辑风。
LX2000WASD/dsh-web-plugin-manager,https://github.com/LX2000WASD/dsh-web-plugin-manager,67,3,2026-08-13T19:56:38Z,2026-08-27T07:21:21Z,MIT,dsh-web-plugin-manager,0.5.0,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,true,0.5.0,dsh|dsh-plugin,在 Web UI 中一键管理 DeepSeek Harness (DSH) 插件：查看、实时启停、安装/卸载、更新检测、健康检查（依赖/冲突/兼容性分析）、环境管理、插件市场。bundle 与非 bundle 插件全覆盖
feibi-mochi/deepseek-harness-control-center,https://github.com/feibi-mochi/deepseek-harness-control-center,67,3,2026-08-14T10:43:58Z,2026-09-05T01:49:53Z,MIT,deepseek-harness-wallet,0.3.10,topic:dsh-plugin,false,true,true,true,false,false,false,web,true,true,false,true,0.3.10,account-monitoring|agentic-ai|balance-monitor|cost-tracking|deepseek|deepseek-harness|dsh-plugin|javascript|llm|notifications|plugin|recharge|session-management|token-tracking|wallet,"DeepSeek Harness control center for balance, usage, peak/off-peak pricing, encrypted multi-account switching, health checks, reminders, recharge, and session controls. / 余额、用量、峰谷计费、加密多账户、健康检查、提醒、充值与会话控制"
Laplace-bit/dsh-smooth-stream,https://github.com/Laplace-bit/dsh-smooth-stream,67,9,2026-08-15T05:19:33Z,2026-09-04T08:18:18Z,MIT,dsh-smooth-stream,0.6.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,true,0.6.0,ai-chat|chat-ui|cordis|deepseek|deepseek-harness|developer-tools|dsh|dsh-plugin|fluid-streaming|llm|markdown|plugin|react|smooth-scrolling|smooth-streaming|streaming|streaming-markdown|typescript|web-ui,DeepSeek Harness Web UI plugin for fluid streaming rendering and silky scrolling. 流畅流式渲染与丝滑滚动。
01Virex/dsh-status-rotator,https://github.com/01Virex/dsh-status-rotator,67,2,2026-08-13T16:39:32Z,2026-09-04T10:39:13Z,MIT,dsh-status-rotator,0.11.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,false,true,0.11.0,bilibili|danmaku|deepseek|deepseek-harness|dsh|dsh-plugin|meme|plugin|rainbow|rotator|status-label|typewriter|ui|web,"A DeepSeek Harness (dsh) web plugin: rotate the ""Deep diving…"" status label with typewriter-animated rainbow phrases, a live status pill, tab titles, schedule presets — and video-site-style danmaku floating behind the UI."
Fishsb/dsh-prompt-enhancer,https://github.com/Fishsb/dsh-prompt-enhancer,65,4,2026-08-13T23:21:41Z,2026-09-04T20:06:47Z,,dsh-prompt-enhancer,3.3.3,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,false,,deepseek|deepseek-harness|dsh-plugin|plugin|prompt-engineering,DeepSeek Harness (DSH) 插件：✨ 提示词一键增强 + 💬 语音识别（说完自动停·云端/本地双引擎）· 附 🔁 服务异常一键重启
c3ll256/dsh-toy,https://github.com/c3ll256/dsh-toy,65,6,2026-08-14T09:30:59Z,2026-08-14T11:42:30Z,BSD-3-Clause,dsh-toy,0.2.0,topic:dsh-plugin,true,false,true,true,true,false,true,,true,true,true,false,,dsh-plugin,Toy Control Protocol for DSH
lamost423/dsh-maze,https://github.com/lamost423/dsh-maze,65,3,2026-08-18T14:54:36Z,2026-09-04T07:44:31Z,MIT,dsh-maze,2.1.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,true,2.1.0,agent-observability|agent-trajectory|ai-agents|deepseek-harness|dsh|dsh-plugin|llm-agents|maze|observability|trace|tracing|visualization,"DeepSeek Harness 的执行迷宫——看 Agent 真实怎么干活：迷宫时间轴 · 数据轨道 · 确定性执行分析 · 多会话对比 | The execution maze for DSH agents: maze timeline, per-step data tracks, deterministic execution analysis, multi-session comparison. Formerly dsh-trace-compare."
kanghelyu/dsh-deepseek-flow,https://github.com/kanghelyu/dsh-deepseek-flow,65,5,2026-08-14T18:15:15Z,2026-08-19T15:49:27Z,MIT,deepseek-flow,0.4.2,topic:dsh-plugin,true,true,true,true,true,false,true,web,true,true,true,true,0.4.0,ai-workflow|dark-mode|deepseek-harness|developer-tools|dsh-plugin|flow-editor|markdown|visual-workflow|visualization|workflow|workflow-builder|workflow-management,
HsiangNianian/dsh-auto-continue,https://github.com/HsiangNianian/dsh-auto-continue,64,7,2026-08-14T03:08:20Z,2026-09-04T06:50:10Z,MIT,dsh-client-auto-continue,0.11.4,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,true,0.11.4,auto-continue|automatic|cordis|deepseek-harness|dsh|dsh-plugin|plugin|web-ui,"DSH Web UI plugin: auto-sends 「继续」 after non-human interruptions, with error classification, adaptive backoff, pause, idempotency/loop guards, resume templates, and stats—all configurable in settings UI | DSH 前端 UI 插件：非人为中断后自动发送「继续」，支持错误分类、自适应退避、暂停、幂等/循环保护、续跑模板与统计，均可在设置界面配置"
WM-CODER/custom-first-control-prompt,https://github.com/WM-CODER/custom-first-control-prompt,63,3,2026-08-15T16:24:21Z,2026-09-01T11:26:55Z,MIT,@wm-coders/dsh-custom-first-control-prompt,0.3.0,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,false,,deepseek-harness-plugin|deepseek-harness-plugins|dsh-plugin|dsh-plugin-market|dsh-plugins,DeepSeek Harness plugin for insert custom prompt
multica-ai/dsh-multica-runtime,https://github.com/multica-ai/dsh-multica-runtime,62,5,2026-08-11T14:37:15Z,2026-08-14T09:45:21Z,,@multica-ai/dsh-runtime,0.1.0-private.1,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,dsh|dsh-plugin,Support dsh runtime on Multica.
anweat/dsh-web-search-pro,https://github.com/anweat/dsh-web-search-pro,61,3,2026-08-13T16:29:22Z,2026-08-25T09:26:11Z,MIT,dsh-web-search-pro,0.1.11,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,true,true,0.1.11,deepseek-harness|dsh|dsh-plugin|plugin|web-search,"Enhanced, persistent web search plugin for DeepSeek Harness (multi-engine search, SQLite+LRU cache, platform backends, Playwright rendering)"
fwerkor/local-shell-mcp,https://github.com/fwerkor/local-shell-mcp,60,13,2026-05-25T09:40:02Z,2026-09-04T08:30:06Z,MIT,local-shell-mcp-dsh,4.2.1,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,false,,chatgpt-app|dsh-plugin|harness|mcp|remote-control,Enables LLM to use a cli environment. 
